Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Starship Constructor	Starship Constructor	Starship Constructor	1		Constructor Ships	5		"9,000"	"3,000"	00:30	"1,000"						Structural	0	"300,000"			惑星占領時に鹵獲　サプライが必要　StarshipsタイプのWarp Gateに対応	Minor Electric弾　磨耗　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド		lol
Missile Silo	Missile Silo	Missile Silo	1		Constructor Ships	5		"9,000"	"3,000"	01:00	"1,000"						Structural	"2,000"	"480,000"			サプライが必要　Missile SilosタイプのWarp Gateに対応	Minor Electric弾　磨耗　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド		lol
Lightning Warhead	Lightning Warhead	Lightning Warhead	1		Warheads	6	124	"8,997"	"8,997"	01:15	"2,500"	Major Electric	"1,600,000"	1	0	"1,500"	Composite	0	"600,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+1)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Lightning Warhead Mark II	Lightning Warhead	Lightning Warhead	2		Warheads	6	124	"15,000"	"15,000"	02:05	"2,500"	Major Electric	"3,200,000"	1	0	"3,000"	Composite	0	"600,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+2)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Lightning Warhead Mark III	Lightning Warhead	Lightning Warhead	3		Warheads	6	124	"26,997"	"26,997"	03:45	"2,500"	Major Electric	"4,800,000"	1	0	"4,500"	Composite	0	"600,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+3)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Armored Warhead	Armored Warhead	Armored Warhead	1		Warheads	3	72	"299,926"	"299,926"	41:40	"50,000"	Major Electric	"2,000,000"	1	0	"1,500"	Composite	"100,000"	"20,000,000"			"射程内すべてを攻撃　自己修復(120:00)　防御貫通(999,999)　敵の防御力を攻撃ごとに低下(10,000)　敵の探知不可　破壊時にAIプログレス増加(+2)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Armored Warhead Mark II	Armored Warhead	Armored Warhead	2		Warheads	3	72	"399,902"	"399,902"	55:33	"50,000"	Major Electric	"4,000,000"	1	0	"3,000"	Composite	"100,000"	"20,000,000"			"射程内すべてを攻撃　自己修復(120:00)　防御貫通(999,999)　敵の防御力を攻撃ごとに低下(20,000)　敵の探知不可　破壊時にAIプログレス増加(+4)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Armored Warhead Mark III	Armored Warhead	Armored Warhead	3		Warheads	3	72	"500,000"	"500,000"	69:27	"50,000"	Major Electric	"6,000,000"	1	0	"4,500"	Composite	"100,000"	"20,000,000"			"射程内すべてを攻撃　自己修復(120:00)　防御貫通(999,999)　敵の防御力を攻撃ごとに低下(30,000)　敵の探知不可　破壊時にAIプログレス増加(+6)"	ミサイル弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
EMP	EMP	EMP	1		Warheads	2	72	"15,000"	"15,000"	02:05	"2,000"	Major Electric	"50,000"	1	0	250	Composite	0	"100,000"			"射程内すべてを攻撃　自己修復(10:00)　爆発時惑星全域にEMP効果(30秒)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+2)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
EMP Mark II	EMP	EMP	2		Warheads	2	72	"35,998"	"35,998"	05:00	"2,000"	Major Electric	"100,000"	1	0	350	Composite	0	"100,000"			"射程内すべてを攻撃　自己修復(10:00)　爆発時惑星全域にEMP効果(70秒)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+4)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
EMP Mark III	EMP	EMP	3		Warheads	2	72	"56,997"	"56,997"	07:55	"2,000"	Major Electric	"150,000"	1	0	450	Composite	0	"100,000"			"射程内すべてを攻撃　自己修復(10:00)　爆発時惑星全域にEMP効果(120秒)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+6)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃	lol
Tachyon Warhead	Tachyon Warhead	Tachyon Warhead	1		Warheads	2	72	"2,500"	"2,500"	00:21	"2,000"	Major Electric	"50,000"	1	0	250	Composite	0	"100,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+1)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃、その後惑星全域にタキオンによるクローク看破が5分間持続	lol
Tachyon Warhead Mark II	Tachyon Warhead	Tachyon Warhead	2		Warheads	2	72	"10,000"	"10,000"	01:24	"2,000"	Major Electric	"100,000"	1	0	350	Composite	0	"600,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+2)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃、その後惑星全域にタキオンによるクローク看破が8分間持続	lol
Tachyon Warhead Mark III	Tachyon Warhead	Tachyon Warhead	3		Warheads	2	72	"20,000"	"20,000"	02:47	"2,000"	Major Electric	"150,000"	1	0	450	Composite	0	"1,200,000"			"射程内すべてを攻撃　自己修復(10:00)　防御貫通(999,999)　敵の探知不可　破壊時にAIプログレス増加(+3)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理	攻撃時・破壊時に自爆して範囲攻撃、その後惑星全域にタキオンによるクローク看破が12分間持続	lol
Nuclear Warhead	Nuclear Warhead	Nuclear Warhead	1		Warheads	2	44	"75,000"	"75,000"	10:25	"5,000"						Composite	0	"100,000"			自己修復(30:00)　破壊時に核爆発発生(滞在惑星)　敵の探知不可　破壊時にAIプログレス増加(+50)	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理		lol
Nuclear Warhead Mark II	Nuclear Warhead	Nuclear Warhead	2		Warheads	1	44	"750,000"	"750,000"	104:10	"50,000"						Composite	0	"100,000"			自己修復(30:00)　破壊時に核爆発発生(滞在惑星およびその隣接惑星)　敵の探知不可　破壊時にAIプログレス増加(+500)	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理		lol
Nuclear Warhead Mark III (Doomsday Device)	Nuclear Warhead	Nuclear Warhead	3		Warheads	1	44	"7,500,000"	"7,500,000"	1041:40	"500,000"						Composite	0	"100,000"			"自己修復(30:00)　破壊時に核爆発発生(銀河全体)　敵の探知不可　破壊時にAIプログレス増加(+5,000)"	狙撃　Minor Electric弾　攻撃強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　EMP　機雷　修理		lol
Mobile Builder	Mobile Builder	Mobile Builder	1		Constructor Ships	39	44	200	"1,000"	00:17	0						Neutron	"1,000"	"360,000"	100		サプライが必要	Dark Matter弾　Minor Electric弾　鹵獲　麻痺攻撃　フォースフィールド　機雷		lol
Spire Mining Ship	Spire Mining Ship	Spire Mining Ship	1		Constructor Ships	20	52	"4,000"	"4,000"	01:00	300						Ultra-Light	"8,000"	"50,000"				トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド		lol
Insta-Galactic Warp Gate - Space Docks	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Space Docks	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Insta-Galactic Warp Gate - Mercenaries	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Mercenaries	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Insta-Galactic Warp Gate - Starships	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Starships	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Insta-Galactic Warp Gate - Missile Silos	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Missile Silos	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Insta-Galactic Warp Gate - Fabricators	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Fabricators	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Insta-Galactic Warp Gate - Advanced Production	Insta-Galactic Warp Gate	Insta-Galactic Warp Gate - Advanced Production	1		Constructor Ships	5		"5,000"	"5,000"	02:31	100						Command-Grade	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Advanced Warp Sensor	Advanced Warp Sensor	Advanced Warp Sensor	1		Support Ships	50		100	900	00:25	100						Refractive	400	"20,000"			先進ワープ探知　敵の探知不可　サプライが必要	鹵獲　麻痺攻撃　格納　丸呑み		lol
Rally Post (Mobile)	Rally Post	Rally Post	1		Support Ships		80	300	0	00:15	50						Heavy	0	"2,000,000"	100		クローク機能　敵の探知不可	Fusion Cutter攻撃　ブラックホール効果　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Rally Post (Redirector)	Rally Post	Rally Post	1		Support Ships			300	0	00:15	50						Heavy	0	"2,000,000"			クローク機能　敵の探知不可	Fusion Cutter攻撃　ブラックホール効果　タキオンビーム　鹵獲　麻痺攻撃　格納　丸呑み　核攻撃　即死　機雷		lol
Transport	Transport	Transport	1		Support Ships	20	258	"10,000"	"6,000"	01:30	"2,000"						Scout	0	"4,000,000"			自己修復(0:30)　格納(容量200)　サプライ外の惑星に移動すると磨耗ダメージ(35%)	Dark Matter弾　狙撃　Fusion Cutter攻撃　Minor Electric弾　範囲攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　即死　機雷　修理	味方惑星でのみ自己修復	lol
Assault Transport	Transport	Transport	2		Support Ships	10	258	"40,000"	"24,000"	06:01	"10,000"	Energy Bomb	"24,000"	1	4	"3,000"	Scout	0	"16,000,000"			クローク機能　自己修復(0:30)　格納(容量200)　サプライ外の惑星に移動すると磨耗ダメージ(26%)	Dark Matter弾　狙撃　Fusion Cutter攻撃　Minor Electric弾　範囲攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　即死　機雷　修理	味方惑星でのみ自己修復	lol
Mobile Space Dock	Mobile Space Dock	Mobile Space Dock	1		Support Ships	9	116	"18,000"	"9,000"	04:00	"5,000"						Heavy	"1,500"	"1,200,000"			"クローク機能　レーダー妨害(範囲8,000)　自己修復(60:00)　修理機能(1)"	Dark Matter弾　狙撃　Fusion Cutter攻撃　Minor Electric弾　トラクタービーム　鹵獲　フォースフィールド　即死　機雷　修理	移動すると停止してから5秒間修理機能停止	lol
Harvester Exo-Shield	Harvester Exo-Shield	Harvester Exo-Shield	1		Support Ships			800	800	01:01	"5,000"						Structural	"1,000"	"12,000,000"			クローク機能　自己修復(20:00)　サプライが必要	Antimatter弾　Fusion Cutter攻撃　鹵獲　麻痺攻撃　格納　丸呑み　即死　修理	Harvesterとセットで配置　対象のHarvesterにクロークを付与しダメージを肩代わりする	lol
Zenith SpaceTime Manipulator	Zenith SpaceTime Manipulator	Zenith SpaceTime Manipulator	1		Support Ships	20	14	"2,000"	"4,000"	02:01	"20,000"						Neutron	"1,000"	"200,000"	100		ワームホール使用不可　サプライが必要	Minor Electric弾　攻撃強化　防御強化　速度強化　磨耗　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　EMP	惑星内の味方の移動速度強化	lol
Neinzul Regeneration Chamber	Neinzul Regeneration Chamber	Neinzul Regeneration Chamber	1		Support Ships	10		"20,000"	"12,000"	01:30	"5,000"						Structural	"4,000"	"1,000,000"			格納(容量500)	Fusion Cutter攻撃　Minor Electric弾　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド　核攻撃　即死　EMP	惑星内のYounglingがHP30%以下になると自動的に使用　格納中のYounglingを高速修理	lol
Tachyon Drone	Tachyon Drone	Tachyon Drone	1		Support Ships	2	96	500	"1,500"	00:25	100						Composite	50	"4,000"	100		"クローク機能　タキオンビーム照射(射程1,500)　敵の探知不可"	麻痺攻撃　機雷		lol
Decloaker	Decloaker	Decloaker	2		Support Ships	4	92	"10,000"	"20,000"	04:10	"1,000"	Shell	"100,000"	1	2	"8,000"	Composite	500	"2,000,000"	100		"クローク機能　タキオンビーム照射(射程20,000)"	Blade攻撃　Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　即死　機雷		lol
Minefield	Minefield	Minefield	1		Support Ships	294		20	40	00:46	0		"105,000"				Refractive	0	"1,680,000"			クローク機能　敵の探知不可	Blade攻撃　Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド	攻撃時自分にもダメージ	lol
Area Minefield	Minefield	Area Minefield	1		Support Ships	294		40	80	00:46	0		"52,500"				Refractive	0	"840,000"			クローク機能　敵の探知不可	Blade攻撃　Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド	攻撃時自分にもダメージ　ダメージは周囲の敵にも波及	lol
EMP Minefield	Minefield	EMP Minefield	1		Support Ships	294		60	120	00:46	0		"105,000"				Refractive	0	"420,000"			クローク機能　敵の探知不可　麻痺攻撃(10秒)	Blade攻撃　Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　フォースフィールド	攻撃時自分にもダメージ　麻痺効果は周囲にも波及	lol
Force Field Generator	Force Field Generator	Force Field Generator	1		Support Ships	10	4	"4,000"	"20,000"	02:01	"3,000"						Structural	0	"20,000,000"			ワームホール使用不可　サプライが必要	Antimatter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　即死	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
